ID,Locator,Filename/URL,Longitude,Latitude,Dip Angle,Slip(m),Strike Angle,Depth (km),Length(km),Width(km),Rake(deg)
4326,mag_8.75,na,2.5,37.5,45,5.37,60,5,527.84,131.96,90
4327,mag_9,na,2.5,37.5,45,6.46,60,5,741.31,185.33,90
4328,mag_9.25,na,2.5,37.5,45,7.76,60,5,1041.12,260.28,90
4329,mag_9.5,na,2.5,37.5,45,9.33,60,5,1462.18,365.54,90
4330,mag_6.5,na,16,37.5,40,0.54,20,5,24.83,11.75,250
4331,mag_6.75,na,16,37.5,40,0.76,20,5,34.87,14.13,250
4332,mag_7,na,16,37.5,40,1.07,20,5,48.98,16.98,250
4333,mag_7.25,na,16,37.5,40,1.5,20,5,68.79,20.42,250
4334,mag_7.5,na,16,37.5,40,2.1,20,5,96.61,24.55,250
4335,mag_7.75,na,16,37.5,40,2.57,20,5,135.68,33.92,250
4336,mag_8,na,16,37.5,40,3.09,20,5,190.55,47.64,250
4337,mag_8.25,na,16,37.5,40,3.72,20,5,267.61,66.9,250
4338,mag_8.5,na,16,37.5,40,4.47,20,5,375.84,93.96,250
4339,mag_8.75,na,16,37.5,40,5.37,20,5,527.84,131.96,250
4340,mag_9,na,16,37.5,40,6.46,20,5,741.31,185.33,250
4341,mag_9.25,na,16,37.5,40,7.76,20,5,1041.12,260.28,250
4342,mag_9.5,na,16,37.5,40,9.33,20,5,1462.18,365.54,250
4343,mag_6.5,na,0.5,37.5,45,0.54,60,5,24.83,11.75,90
4344,mag_6.75,na,0.5,37.5,45,0.76,60,5,34.87,14.13,90
4345,mag_7,na,0.5,37.5,45,1.07,60,5,48.98,16.98,90
4346,mag_7.25,na,0.5,37.5,45,1.5,60,5,68.79,20.42,90
4347,mag_7.5,na,0.5,37.5,45,2.1,60,5,96.61,24.55,90
4348,mag_7.75,na,0.5,37.5,45,2.57,60,5,135.68,33.92,90
4349,mag_8,na,0.5,37.5,45,3.09,60,5,190.55,47.64,90
4350,mag_8.25,na,0.5,37.5,45,3.72,60,5,267.61,66.9,90
4351,mag_8.5,na,0.5,37.5,45,4.47,60,5,375.84,93.96,90
4352,mag_8.75,na,0.5,37.5,45,5.37,60,5,527.84,131.96,90
4353,mag_9,na,0.5,37.5,45,6.46,60,5,741.31,185.33,90
4354,mag_9.25,na,0.5,37.5,45,7.76,60,5,1041.12,260.28,90
4355,mag_9.5,na,0.5,37.5,45,9.33,60,5,1462.18,365.54,90
4356,mag_6.5,na,20.5,38,18,0.54,310,5,24.83,11.75,118
4357,mag_6.75,na,20.5,38,18,0.76,310,5,34.87,14.13,118
4358,mag_7,na,20.5,38,18,1.07,310,5,48.98,16.98,118
4359,mag_7.25,na,20.5,38,18,1.5,310,5,68.79,20.42,118
4360,mag_7.5,na,20.5,38,18,2.1,310,5,96.61,24.55,118
4361,mag_7.75,na,20.5,38,18,2.57,310,5,135.68,33.92,118
4362,mag_8,na,20.5,38,18,3.09,310,5,190.55,47.64,118
4363,mag_8.25,na,20.5,38,18,3.72,310,5,267.61,66.9,118
4364,mag_8.5,na,20.5,38,18,4.47,310,5,375.84,93.96,118
4365,mag_8.75,na,20.5,38,18,5.37,310,5,527.84,131.96,118
4366,mag_9,na,20.5,38,18,6.46,310,5,741.31,185.33,118
4367,mag_9.25,na,20.5,38,18,7.76,310,5,1041.12,260.28,118
4368,mag_9.5,na,20.5,38,18,9.33,310,5,1462.18,365.54,118
4369,mag_6.5,na,21,38,18,0.54,310,5,24.83,11.75,118
4370,mag_6.75,na,21,38,18,0.76,310,5,34.87,14.13,118
4371,mag_7,na,21,38,18,1.07,310,5,48.98,16.98,118
4372,mag_7.25,na,21,38,18,1.5,310,5,68.79,20.42,118
4373,mag_7.5,na,21,38,18,2.1,310,5,96.61,24.55,118
4374,mag_7.75,na,21,38,18,2.57,310,5,135.68,33.92,118
4375,mag_8,na,21,38,18,3.09,310,5,190.55,47.64,118
4376,mag_8.25,na,21,38,18,3.72,310,5,267.61,66.9,118
4377,mag_8.5,na,21,38,18,4.47,310,5,375.84,93.96,118
4378,mag_8.75,na,21,38,18,5.37,310,5,527.84,131.96,118
4379,mag_9,na,21,38,18,6.46,310,5,741.31,185.33,118
4380,mag_9.25,na,21,38,18,7.76,310,5,1041.12,260.28,118
4381,mag_9.5,na,21,38,18,9.33,310,5,1462.18,365.54,118
4382,mag_6.5,na,20,38,18,0.54,310,5,24.83,11.75,118
4383,mag_6.75,na,20,38,18,0.76,310,5,34.87,14.13,118
4384,mag_7,na,20,38,18,1.07,310,5,48.98,16.98,118
4385,mag_7.25,na,20,38,18,1.5,310,5,68.79,20.42,118
4386,mag_7.5,na,20,38,18,2.1,310,5,96.61,24.55,118
4387,mag_7.75,na,20,38,18,2.57,310,5,135.68,33.92,118
4388,mag_8,na,20,38,18,3.09,310,5,190.55,47.64,118
4389,mag_8.25,na,20,38,18,3.72,310,5,267.61,66.9,118
4390,mag_8.5,na,20,38,18,4.47,310,5,375.84,93.96,118
4391,mag_8.75,na,20,38,18,5.37,310,5,527.84,131.96,118
4392,mag_9,na,20,38,18,6.46,310,5,741.31,185.33,118
4393,mag_9.25,na,20,38,18,7.76,310,5,1041.12,260.28,118
4394,mag_9.5,na,20,38,18,9.33,310,5,1462.18,365.54,118
4395,mag_6.5,na,25.5,38,40,0.54,65,5,24.83,11.75,270
4396,mag_6.75,na,25.5,38,40,0.76,65,5,34.87,14.13,270
4397,mag_7,na,25.5,38,40,1.07,65,5,48.98,16.98,270
4398,mag_7.25,na,25.5,38,40,1.5,65,5,68.79,20.42,270
4399,mag_7.5,na,25.5,38,40,2.1,65,5,96.61,24.55,270
4400,mag_7.75,na,25.5,38,40,2.57,65,5,135.68,33.92,270
4401,mag_8,na,25.5,38,40,3.09,65,5,190.55,47.64,270
4402,mag_8.25,na,25.5,38,40,3.72,65,5,267.61,66.9,270
4403,mag_8.5,na,25.5,38,40,4.47,65,5,375.84,93.96,270
4404,mag_8.75,na,25.5,38,40,5.37,65,5,527.84,131.96,270
4405,mag_9,na,25.5,38,40,6.46,65,5,741.31,185.33,270
4406,mag_9.25,na,25.5,38,40,7.76,65,5,1041.12,260.28,270
4407,mag_9.5,na,25.5,38,40,9.33,65,5,1462.18,365.54,270
4408,mag_6.5,na,27,38,45,0.54,244,5,24.83,11.75,245
4409,mag_6.75,na,27,38,45,0.76,244,5,34.87,14.13,245
4410,mag_7,na,27,38,45,1.07,244,5,48.98,16.98,245
4411,mag_7.25,na,27,38,45,1.5,244,5,68.79,20.42,245
4412,mag_7.5,na,27,38,45,2.1,244,5,96.61,24.55,245
4413,mag_7.75,na,27,38,45,2.57,244,5,135.68,33.92,245
4414,mag_8,na,27,38,45,3.09,244,5,190.55,47.64,245
4415,mag_8.25,na,27,38,45,3.72,244,5,267.61,66.9,245
4416,mag_8.5,na,27,38,45,4.47,244,5,375.84,93.96,245
4417,mag_8.75,na,27,38,45,5.37,244,5,527.84,131.96,245
4418,mag_9,na,27,38,45,6.46,244,5,741.31,185.33,245
4419,mag_9.25,na,27,38,45,7.76,244,5,1041.12,260.28,245
4420,mag_9.5,na,27,38,45,9.33,244,5,1462.18,365.54,245
4421,mag_6.5,na,25,38,48,0.54,80,5,24.83,11.75,282
4422,mag_6.75,na,25,38,48,0.76,80,5,34.87,14.13,282
4423,mag_7,na,25,38,48,1.07,80,5,48.98,16.98,282
4424,mag_7.25,na,25,38,48,1.5,80,5,68.79,20.42,282
4425,mag_7.5,na,25,38,48,2.1,80,5,96.61,24.55,282
4426,mag_7.75,na,25,38,48,2.57,80,5,135.68,33.92,282
4427,mag_8,na,25,38,48,3.09,80,5,190.55,47.64,282
4428,mag_8.25,na,25,38,48,3.72,80,5,267.61,66.9,282
4429,mag_8.5,na,25,38,48,4.47,80,5,375.84,93.96,282
4430,mag_8.75,na,25,38,48,5.37,80,5,527.84,131.96,282
4431,mag_9,na,25,38,48,6.46,80,5,741.31,185.33,282
4432,mag_9.25,na,25,38,48,7.76,80,5,1041.12,260.28,282
4433,mag_9.5,na,25,38,48,9.33,80,5,1462.18,365.54,282
4434,mag_6.5,na,23.5,38,40,0.54,256,5,24.83,11.75,270
4435,mag_6.75,na,23.5,38,40,0.76,256,5,34.87,14.13,270
4436,mag_7,na,23.5,38,40,1.07,256,5,48.98,16.98,270
4437,mag_7.25,na,23.5,38,40,1.5,256,5,68.79,20.42,270
4438,mag_7.5,na,23.5,38,40,2.1,256,5,96.61,24.55,270
4439,mag_7.75,na,23.5,38,40,2.57,256,5,135.68,33.92,270
4440,mag_8,na,23.5,38,40,3.09,256,5,190.55,47.64,270
4441,mag_8.25,na,23.5,38,40,3.72,256,5,267.61,66.9,270
4442,mag_8.5,na,23.5,38,40,4.47,256,5,375.84,93.96,270
4443,mag_8.75,na,23.5,38,40,5.37,256,5,527.84,131.96,270
4444,mag_9,na,23.5,38,40,6.46,256,5,741.31,185.33,270
4445,mag_9.25,na,23.5,38,40,7.76,256,5,1041.12,260.28,270
4446,mag_9.5,na,23.5,38,40,9.33,256,5,1462.18,365.54,270
4447,mag_6.5,na,26.5,38,45,0.54,261,5,24.83,11.75,205
4448,mag_6.75,na,26.5,38,45,0.76,261,5,34.87,14.13,205
4449,mag_7,na,26.5,38,45,1.07,261,5,48.98,16.98,205
4450,mag_7.25,na,26.5,38,45,1.5,261,5,68.79,20.42,205
4451,mag_7.5,na,26.5,38,45,2.1,261,5,96.61,24.55,205
4452,mag_7.75,na,26.5,38,45,2.57,261,5,135.68,33.92,205
4453,mag_8,na,26.5,38,45,3.09,261,5,190.55,47.64,205
4454,mag_8.25,na,26.5,38,45,3.72,261,5,267.61,66.9,205
4455,mag_8.5,na,26.5,38,45,4.47,261,5,375.84,93.96,205
4456,mag_8.75,na,26.5,38,45,5.37,261,5,527.84,131.96,205
4457,mag_9,na,26.5,38,45,6.46,261,5,741.31,185.33,205
4458,mag_9.25,na,26.5,38,45,7.76,261,5,1041.12,260.28,205
4459,mag_9.5,na,26.5,38,45,9.33,261,5,1462.18,365.54,205
4460,mag_6.5,na,26,38,45,0.54,261,5,24.83,11.75,205
4461,mag_6.75,na,26,38,45,0.76,261,5,34.87,14.13,205
4462,mag_7,na,26,38,45,1.07,261,5,48.98,16.98,205
4463,mag_7.25,na,26,38,45,1.5,261,5,68.79,20.42,205
4464,mag_7.5,na,26,38,45,2.1,261,5,96.61,24.55,205
4465,mag_7.75,na,26,38,45,2.57,261,5,135.68,33.92,205
4466,mag_8,na,26,38,45,3.09,261,5,190.55,47.64,205
4467,mag_8.25,na,26,38,45,3.72,261,5,267.61,66.9,205
4468,mag_8.5,na,26,38,45,4.47,261,5,375.84,93.96,205
4469,mag_8.75,na,26,38,45,5.37,261,5,527.84,131.96,205
4470,mag_9,na,26,38,45,6.46,261,5,741.31,185.33,205
4471,mag_9.25,na,26,38,45,7.76,261,5,1041.12,260.28,205
4472,mag_9.5,na,26,38,45,9.33,261,5,1462.18,365.54,205
4473,mag_6.5,na,11.5,38,45,0.54,273,5,24.83,11.75,90
4474,mag_6.75,na,11.5,38,45,0.76,273,5,34.87,14.13,90
4475,mag_7,na,11.5,38,45,1.07,273,5,48.98,16.98,90
4476,mag_7.25,na,11.5,38,45,1.5,273,5,68.79,20.42,90
4477,mag_7.5,na,11.5,38,45,2.1,273,5,96.61,24.55,90
4478,mag_7.75,na,11.5,38,45,2.57,273,5,135.68,33.92,90
4479,mag_8,na,11.5,38,45,3.09,273,5,190.55,47.64,90
4480,mag_8.25,na,11.5,38,45,3.72,273,5,267.61,66.9,90
4481,mag_8.5,na,11.5,38,45,4.47,273,5,375.84,93.96,90
4482,mag_8.75,na,11.5,38,45,5.37,273,5,527.84,131.96,90
4483,mag_9,na,11.5,38,45,6.46,273,5,741.31,185.33,90
4484,mag_9.25,na,11.5,38,45,7.76,273,5,1041.12,260.28,90
4485,mag_9.5,na,11.5,38,45,9.33,273,5,1462.18,365.54,90
4486,mag_6.5,na,12,38,45,0.54,273,5,24.83,11.75,90
4487,mag_6.75,na,12,38,45,0.76,273,5,34.87,14.13,90
4488,mag_7,na,12,38,45,1.07,273,5,48.98,16.98,90
4489,mag_7.25,na,12,38,45,1.5,273,5,68.79,20.42,90
4490,mag_7.5,na,12,38,45,2.1,273,5,96.61,24.55,90
4491,mag_7.75,na,12,38,45,2.57,273,5,135.68,33.92,90
4492,mag_8,na,12,38,45,3.09,273,5,190.55,47.64,90
4493,mag_8.25,na,12,38,45,3.72,273,5,267.61,66.9,90
4494,mag_8.5,na,12,38,45,4.47,273,5,375.84,93.96,90
4495,mag_8.75,na,12,38,45,5.37,273,5,527.84,131.96,90
4496,mag_9,na,12,38,45,6.46,273,5,741.31,185.33,90
4497,mag_9.25,na,12,38,45,7.76,273,5,1041.12,260.28,90
4498,mag_9.5,na,12,38,45,9.33,273,5,1462.18,365.54,90
4499,mag_6.5,na,15.5,38,40,0.54,20,5,24.83,11.75,250
4500,mag_6.75,na,15.5,38,40,0.76,20,5,34.87,14.13,250
4501,mag_7,na,15.5,38,40,1.07,20,5,48.98,16.98,250
4502,mag_7.25,na,15.5,38,40,1.5,20,5,68.79,20.42,250
4503,mag_7.5,na,15.5,38,40,2.1,20,5,96.61,24.55,250
4504,mag_7.75,na,15.5,38,40,2.57,20,5,135.68,33.92,250
4505,mag_8,na,15.5,38,40,3.09,20,5,190.55,47.64,250
4506,mag_8.25,na,15.5,38,40,3.72,20,5,267.61,66.9,250
4507,mag_8.5,na,15.5,38,40,4.47,20,5,375.84,93.96,250
4508,mag_8.75,na,15.5,38,40,5.37,20,5,527.84,131.96,250
4509,mag_9,na,15.5,38,40,6.46,20,5,741.31,185.33,250
4510,mag_9.25,na,15.5,38,40,7.76,20,5,1041.12,260.28,250
4511,mag_9.5,na,15.5,38,40,9.33,20,5,1462.18,365.54,250
4512,mag_6.5,na,6.5,38,30,0.54,72,5,24.83,11.75,90
4513,mag_6.75,na,6.5,38,30,0.76,72,5,34.87,14.13,90
4514,mag_7,na,6.5,38,30,1.07,72,5,48.98,16.98,90
4515,mag_7.25,na,6.5,38,30,1.5,72,5,68.79,20.42,90
4516,mag_7.5,na,6.5,38,30,2.1,72,5,96.61,24.55,90
4517,mag_7.75,na,6.5,38,30,2.57,72,5,135.68,33.92,90
4518,mag_8,na,6.5,38,30,3.09,72,5,190.55,47.64,90
4519,mag_8.25,na,6.5,38,30,3.72,72,5,267.61,66.9,90
4520,mag_8.5,na,6.5,38,30,4.47,72,5,375.84,93.96,90
4521,mag_8.75,na,6.5,38,30,5.37,72,5,527.84,131.96,90
4522,mag_9,na,6.5,38,30,6.46,72,5,741.31,185.33,90
4523,mag_9.25,na,6.5,38,30,7.76,72,5,1041.12,260.28,90
4524,mag_9.5,na,6.5,38,30,9.33,72,5,1462.18,365.54,90
4525,mag_6.5,na,7,38,30,0.54,72,5,24.83,11.75,90
4526,mag_6.75,na,7,38,30,0.76,72,5,34.87,14.13,90
4527,mag_7,na,7,38,30,1.07,72,5,48.98,16.98,90
4528,mag_7.25,na,7,38,30,1.5,72,5,68.79,20.42,90
4529,mag_7.5,na,7,38,30,2.1,72,5,96.61,24.55,90
4530,mag_7.75,na,7,38,30,2.57,72,5,135.68,33.92,90
4531,mag_8,na,7,38,30,3.09,72,5,190.55,47.64,90
4532,mag_8.25,na,7,38,30,3.72,72,5,267.61,66.9,90
4533,mag_8.5,na,7,38,30,4.47,72,5,375.84,93.96,90
4534,mag_8.75,na,7,38,30,5.37,72,5,527.84,131.96,90
4535,mag_9,na,7,38,30,6.46,72,5,741.31,185.33,90
4536,mag_9.25,na,7,38,30,7.76,72,5,1041.12,260.28,90
4537,mag_9.5,na,7,38,30,9.33,72,5,1462.18,365.54,90
4538,mag_6.5,na,7.5,38,30,0.54,72,5,24.83,11.75,90
4539,mag_6.75,na,7.5,38,30,0.76,72,5,34.87,14.13,90
4540,mag_7,na,7.5,38,30,1.07,72,5,48.98,16.98,90
4541,mag_7.25,na,7.5,38,30,1.5,72,5,68.79,20.42,90
4542,mag_7.5,na,7.5,38,30,2.1,72,5,96.61,24.55,90
4543,mag_7.75,na,7.5,38,30,2.57,72,5,135.68,33.92,90
4544,mag_8,na,7.5,38,30,3.09,72,5,190.55,47.64,90
4545,mag_8.25,na,7.5,38,30,3.72,72,5,267.61,66.9,90
4546,mag_8.5,na,7.5,38,30,4.47,72,5,375.84,93.96,90
4547,mag_8.75,na,7.5,38,30,5.37,72,5,527.84,131.96,90
4548,mag_9,na,7.5,38,30,6.46,72,5,741.31,185.33,90
4549,mag_9.25,na,7.5,38,30,7.76,72,5,1041.12,260.28,90
4550,mag_9.5,na,7.5,38,30,9.33,72,5,1462.18,365.54,90
4551,mag_6.5,na,8,38,30,0.54,72,5,24.83,11.75,90
4552,mag_6.75,na,8,38,30,0.76,72,5,34.87,14.13,90
4553,mag_7,na,8,38,30,1.07,72,5,48.98,16.98,90
4554,mag_7.25,na,8,38,30,1.5,72,5,68.79,20.42,90
4555,mag_7.5,na,8,38,30,2.1,72,5,96.61,24.55,90
4556,mag_7.75,na,8,38,30,2.57,72,5,135.68,33.92,90
4557,mag_8,na,8,38,30,3.09,72,5,190.55,47.64,90
4558,mag_8.25,na,8,38,30,3.72,72,5,267.61,66.9,90
4559,mag_8.5,na,8,38,30,4.47,72,5,375.84,93.96,90
4560,mag_8.75,na,8,38,30,5.37,72,5,527.84,131.96,90
4561,mag_9,na,8,38,30,6.46,72,5,741.31,185.33,90
4562,mag_9.25,na,8,38,30,7.76,72,5,1041.12,260.28,90
4563,mag_9.5,na,8,38,30,9.33,72,5,1462.18,365.54,90
4564,mag_6.5,na,8.5,38,30,0.54,72,5,24.83,11.75,90
4565,mag_6.75,na,8.5,38,30,0.76,72,5,34.87,14.13,90
4566,mag_7,na,8.5,38,30,1.07,72,5,48.98,16.98,90
4567,mag_7.25,na,8.5,38,30,1.5,72,5,68.79,20.42,90
4568,mag_7.5,na,8.5,38,30,2.1,72,5,96.61,24.55,90
4569,mag_7.75,na,8.5,38,30,2.57,72,5,135.68,33.92,90
4570,mag_8,na,8.5,38,30,3.09,72,5,190.55,47.64,90
4571,mag_8.25,na,8.5,38,30,3.72,72,5,267.61,66.9,90
4572,mag_8.5,na,8.5,38,30,4.47,72,5,375.84,93.96,90
4573,mag_8.75,na,8.5,38,30,5.37,72,5,527.84,131.96,90
4574,mag_9,na,8.5,38,30,6.46,72,5,741.31,185.33,90
4575,mag_9.25,na,8.5,38,30,7.76,72,5,1041.12,260.28,90
4576,mag_9.5,na,8.5,38,30,9.33,72,5,1462.18,365.54,90
4577,mag_6.5,na,9,38,30,0.54,72,5,24.83,11.75,90
4578,mag_6.75,na,9,38,30,0.76,72,5,34.87,14.13,90
4579,mag_7,na,9,38,30,1.07,72,5,48.98,16.98,90
4580,mag_7.25,na,9,38,30,1.5,72,5,68.79,20.42,90
4581,mag_7.5,na,9,38,30,2.1,72,5,96.61,24.55,90
4582,mag_7.75,na,9,38,30,2.57,72,5,135.68,33.92,90
4583,mag_8,na,9,38,30,3.09,72,5,190.55,47.64,90
4584,mag_8.25,na,9,38,30,3.72,72,5,267.61,66.9,90
4585,mag_8.5,na,9,38,30,4.47,72,5,375.84,93.96,90
4586,mag_8.75,na,9,38,30,5.37,72,5,527.84,131.96,90
4587,mag_9,na,9,38,30,6.46,72,5,741.31,185.33,90
4588,mag_9.25,na,9,38,30,7.76,72,5,1041.12,260.28,90
4589,mag_9.5,na,9,38,30,9.33,72,5,1462.18,365.54,90
4590,mag_6.5,na,9.5,38,30,0.54,72,5,24.83,11.75,90
4591,mag_6.75,na,9.5,38,30,0.76,72,5,34.87,14.13,90
4592,mag_7,na,9.5,38,30,1.07,72,5,48.98,16.98,90
4593,mag_7.25,na,9.5,38,30,1.5,72,5,68.79,20.42,90
4594,mag_7.5,na,9.5,38,30,2.1,72,5,96.61,24.55,90
4595,mag_7.75,na,9.5,38,30,2.57,72,5,135.68,33.92,90
4596,mag_8,na,9.5,38,30,3.09,72,5,190.55,47.64,90
4597,mag_8.25,na,9.5,38,30,3.72,72,5,267.61,66.9,90
4598,mag_8.5,na,9.5,38,30,4.47,72,5,375.84,93.96,90
4599,mag_8.75,na,9.5,38,30,5.37,72,5,527.84,131.96,90
4600,mag_9,na,9.5,38,30,6.46,72,5,741.31,185.33,90
4601,mag_9.25,na,9.5,38,30,7.76,72,5,1041.12,260.28,90
4602,mag_9.5,na,9.5,38,30,9.33,72,5,1462.18,365.54,90
4603,mag_6.5,na,10,38,30,0.54,72,5,24.83,11.75,90
4604,mag_6.75,na,10,38,30,0.76,72,5,34.87,14.13,90
4605,mag_7,na,10,38,30,1.07,72,5,48.98,16.98,90
4606,mag_7.25,na,10,38,30,1.5,72,5,68.79,20.42,90
4607,mag_7.5,na,10,38,30,2.1,72,5,96.61,24.55,90
4608,mag_7.75,na,10,38,30,2.57,72,5,135.68,33.92,90
4609,mag_8,na,10,38,30,3.09,72,5,190.55,47.64,90
4610,mag_8.25,na,10,38,30,3.72,72,5,267.61,66.9,90
4611,mag_8.5,na,10,38,30,4.47,72,5,375.84,93.96,90
4612,mag_8.75,na,10,38,30,5.37,72,5,527.84,131.96,90
4613,mag_9,na,10,38,30,6.46,72,5,741.31,185.33,90
4614,mag_9.25,na,10,38,30,7.76,72,5,1041.12,260.28,90
4615,mag_9.5,na,10,38,30,9.33,72,5,1462.18,365.54,90
4616,mag_6.5,na,10.5,38,30,0.54,72,5,24.83,11.75,90
4617,mag_6.75,na,10.5,38,30,0.76,72,5,34.87,14.13,90
4618,mag_7,na,10.5,38,30,1.07,72,5,48.98,16.98,90
4619,mag_7.25,na,10.5,38,30,1.5,72,5,68.79,20.42,90
4620,mag_7.5,na,10.5,38,30,2.1,72,5,96.61,24.55,90
4621,mag_7.75,na,10.5,38,30,2.57,72,5,135.68,33.92,90
4622,mag_8,na,10.5,38,30,3.09,72,5,190.55,47.64,90
4623,mag_8.25,na,10.5,38,30,3.72,72,5,267.61,66.9,90
4624,mag_8.5,na,10.5,38,30,4.47,72,5,375.84,93.96,90
4625,mag_8.75,na,10.5,38,30,5.37,72,5,527.84,131.96,90
4626,mag_9,na,10.5,38,30,6.46,72,5,741.31,185.33,90
4627,mag_9.25,na,10.5,38,30,7.76,72,5,1041.12,260.28,90
4628,mag_9.5,na,10.5,38,30,9.33,72,5,1462.18,365.54,90
4629,mag_6.5,na,11,38,30,0.54,72,5,24.83,11.75,90
4630,mag_6.75,na,11,38,30,0.76,72,5,34.87,14.13,90
4631,mag_7,na,11,38,30,1.07,72,5,48.98,16.98,90
4632,mag_7.25,na,11,38,30,1.5,72,5,68.79,20.42,90
4633,mag_7.5,na,11,38,30,2.1,72,5,96.61,24.55,90
4634,mag_7.75,na,11,38,30,2.57,72,5,135.68,33.92,90
4635,mag_8,na,11,38,30,3.09,72,5,190.55,47.64,90
4636,mag_8.25,na,11,38,30,3.72,72,5,267.61,66.9,90
4637,mag_8.5,na,11,38,30,4.47,72,5,375.84,93.96,90
4638,mag_8.75,na,11,38,30,5.37,72,5,527.84,131.96,90
4639,mag_9,na,11,38,30,6.46,72,5,741.31,185.33,90
4640,mag_9.25,na,11,38,30,7.76,72,5,1041.12,260.28,90
4641,mag_9.5,na,11,38,30,9.33,72,5,1462.18,365.54,90
4642,mag_6.5,na,3,38,45,0.54,60,5,24.83,11.75,90
4643,mag_6.75,na,3,38,45,0.76,60,5,34.87,14.13,90
4644,mag_7,na,3,38,45,1.07,60,5,48.98,16.98,90
4645,mag_7.25,na,3,38,45,1.5,60,5,68.79,20.42,90
4646,mag_7.5,na,3,38,45,2.1,60,5,96.61,24.55,90
4647,mag_7.75,na,3,38,45,2.57,60,5,135.68,33.92,90
4648,mag_8,na,3,38,45,3.09,60,5,190.55,47.64,90
4649,mag_8.25,na,3,38,45,3.72,60,5,267.61,66.9,90
4650,mag_8.5,na,3,38,45,4.47,60,5,375.84,93.96,90
4651,mag_8.75,na,3,38,45,5.37,60,5,527.84,131.96,90
4652,mag_9,na,3,38,45,6.46,60,5,741.31,185.33,90
4653,mag_9.25,na,3,38,45,7.76,60,5,1041.12,260.28,90
4654,mag_9.5,na,3,38,45,9.33,60,5,1462.18,365.54,90
4655,mag_6.5,na,16.5,38,40,0.54,20,5,24.83,11.75,250
4656,mag_6.75,na,16.5,38,40,0.76,20,5,34.87,14.13,250
4657,mag_7,na,16.5,38,40,1.07,20,5,48.98,16.98,250
4658,mag_7.25,na,16.5,38,40,1.5,20,5,68.79,20.42,250
4659,mag_7.5,na,16.5,38,40,2.1,20,5,96.61,24.55,250
4660,mag_7.75,na,16.5,38,40,2.57,20,5,135.68,33.92,250
4661,mag_8,na,16.5,38,40,3.09,20,5,190.55,47.64,250
4662,mag_8.25,na,16.5,38,40,3.72,20,5,267.61,66.9,250
4663,mag_8.5,na,16.5,38,40,4.47,20,5,375.84,93.96,250
4664,mag_8.75,na,16.5,38,40,5.37,20,5,527.84,131.96,250
4665,mag_9,na,16.5,38,40,6.46,20,5,741.31,185.33,250
4666,mag_9.25,na,16.5,38,40,7.76,20,5,1041.12,260.28,250
4667,mag_9.5,na,16.5,38,40,9.33,20,5,1462.18,365.54,250
4668,mag_6.5,na,5.5,38,30,0.54,72,5,24.83,11.75,90
4669,mag_6.75,na,5.5,38,30,0.76,72,5,34.87,14.13,90
4670,mag_7,na,5.5,38,30,1.07,72,5,48.98,16.98,90
4671,mag_7.25,na,5.5,38,30,1.5,72,5,68.79,20.42,90
4672,mag_7.5,na,5.5,38,30,2.1,72,5,96.61,24.55,90
4673,mag_7.75,na,5.5,38,30,2.57,72,5,135.68,33.92,90
4674,mag_8,na,5.5,38,30,3.09,72,5,190.55,47.64,90
4675,mag_8.25,na,5.5,38,30,3.72,72,5,267.61,66.9,90
4676,mag_8.5,na,5.5,38,30,4.47,72,5,375.84,93.96,90
4677,mag_8.75,na,5.5,38,30,5.37,72,5,527.84,131.96,90
4678,mag_9,na,5.5,38,30,6.46,72,5,741.31,185.33,90
4679,mag_9.25,na,5.5,38,30,7.76,72,5,1041.12,260.28,90
4680,mag_9.5,na,5.5,38,30,9.33,72,5,1462.18,365.54,90
4681,mag_6.5,na,5,38,30,0.54,72,5,24.83,11.75,90
4682,mag_6.75,na,5,38,30,0.76,72,5,34.87,14.13,90
4683,mag_7,na,5,38,30,1.07,72,5,48.98,16.98,90
4684,mag_7.25,na,5,38,30,1.5,72,5,68.79,20.42,90
4685,mag_7.5,na,5,38,30,2.1,72,5,96.61,24.55,90
4686,mag_7.75,na,5,38,30,2.57,72,5,135.68,33.92,90
4687,mag_8,na,5,38,30,3.09,72,5,190.55,47.64,90
4688,mag_8.25,na,5,38,30,3.72,72,5,267.61,66.9,90
4689,mag_8.5,na,5,38,30,4.47,72,5,375.84,93.96,90
4690,mag_8.75,na,5,38,30,5.37,72,5,527.84,131.96,90
4691,mag_9,na,5,38,30,6.46,72,5,741.31,185.33,90
4692,mag_9.25,na,5,38,30,7.76,72,5,1041.12,260.28,90
4693,mag_9.5,na,5,38,30,9.33,72,5,1462.18,365.54,90
4694,mag_6.5,na,4.5,38,45,0.54,60,5,24.83,11.75,90
4695,mag_6.75,na,4.5,38,45,0.76,60,5,34.87,14.13,90
4696,mag_7,na,4.5,38,45,1.07,60,5,48.98,16.98,90
4697,mag_7.25,na,4.5,38,45,1.5,60,5,68.79,20.42,90
4698,mag_7.5,na,4.5,38,45,2.1,60,5,96.61,24.55,90
4699,mag_7.75,na,4.5,38,45,2.57,60,5,135.68,33.92,90
4700,mag_8,na,4.5,38,45,3.09,60,5,190.55,47.64,90
4701,mag_8.25,na,4.5,38,45,3.72,60,5,267.61,66.9,90
4702,mag_8.5,na,4.5,38,45,4.47,60,5,375.84,93.96,90
