ID,Locator,Filename/URL,Longitude,Latitude,Dip Angle,Slip(m),Strike Angle,Depth (km),Length(km),Width(km),Rake(deg)
2889,mag_7,na,-2.5,36.5,70,1.07,30,5,48.98,16.98,180
2890,mag_7.25,na,-2.5,36.5,70,1.5,30,5,68.79,20.42,180
2891,mag_7.5,na,-2.5,36.5,70,2.1,30,5,96.61,24.55,180
2892,mag_7.75,na,-2.5,36.5,70,2.57,30,5,135.68,33.92,180
2893,mag_8,na,-2.5,36.5,70,3.09,30,5,190.55,47.64,180
2894,mag_8.25,na,-2.5,36.5,70,3.72,30,5,267.61,66.9,180
2895,mag_8.5,na,-2.5,36.5,70,4.47,30,5,375.84,93.96,180
2896,mag_8.75,na,-2.5,36.5,70,5.37,30,5,527.84,131.96,180
2897,mag_9,na,-2.5,36.5,70,6.46,30,5,741.31,185.33,180
2898,mag_9.25,na,-2.5,36.5,70,7.76,30,5,1041.12,260.28,180
2899,mag_9.5,na,-2.5,36.5,70,9.33,30,5,1462.18,365.54,180
2900,mag_6.5,na,-2,36.5,70,0.54,30,5,24.83,11.75,180
2901,mag_6.75,na,-2,36.5,70,0.76,30,5,34.87,14.13,180
2902,mag_7,na,-2,36.5,70,1.07,30,5,48.98,16.98,180
2903,mag_7.25,na,-2,36.5,70,1.5,30,5,68.79,20.42,180
2904,mag_7.5,na,-2,36.5,70,2.1,30,5,96.61,24.55,180
2905,mag_7.75,na,-2,36.5,70,2.57,30,5,135.68,33.92,180
2906,mag_8,na,-2,36.5,70,3.09,30,5,190.55,47.64,180
2907,mag_8.25,na,-2,36.5,70,3.72,30,5,267.61,66.9,180
2908,mag_8.5,na,-2,36.5,70,4.47,30,5,375.84,93.96,180
2909,mag_8.75,na,-2,36.5,70,5.37,30,5,527.84,131.96,180
2910,mag_9,na,-2,36.5,70,6.46,30,5,741.31,185.33,180
2911,mag_9.25,na,-2,36.5,70,7.76,30,5,1041.12,260.28,180
2912,mag_9.5,na,-2,36.5,70,9.33,30,5,1462.18,365.54,180
2913,mag_6.5,na,32,36.5,35,0.54,305,5,24.83,11.75,110
2914,mag_6.75,na,32,36.5,35,0.76,305,5,34.87,14.13,110
2915,mag_7,na,32,36.5,35,1.07,305,5,48.98,16.98,110
2916,mag_7.25,na,32,36.5,35,1.5,305,5,68.79,20.42,110
2917,mag_7.5,na,32,36.5,35,2.1,305,5,96.61,24.55,110
2918,mag_7.75,na,32,36.5,35,2.57,305,5,135.68,33.92,110
2919,mag_8,na,32,36.5,35,3.09,305,5,190.55,47.64,110
2920,mag_8.25,na,32,36.5,35,3.72,305,5,267.61,66.9,110
2921,mag_8.5,na,32,36.5,35,4.47,305,5,375.84,93.96,110
2922,mag_8.75,na,32,36.5,35,5.37,305,5,527.84,131.96,110
2923,mag_9,na,32,36.5,35,6.46,305,5,741.31,185.33,110
2924,mag_9.25,na,32,36.5,35,7.76,305,5,1041.12,260.28,110
2925,mag_9.5,na,32,36.5,35,9.33,305,5,1462.18,365.54,110
2926,mag_6.5,na,31.5,36.5,27,0.54,294,5,24.83,11.75,99
2927,mag_6.75,na,31.5,36.5,27,0.76,294,5,34.87,14.13,99
2928,mag_7,na,31.5,36.5,27,1.07,294,5,48.98,16.98,99
2929,mag_7.25,na,31.5,36.5,27,1.5,294,5,68.79,20.42,99
2930,mag_7.5,na,31.5,36.5,27,2.1,294,5,96.61,24.55,99
2931,mag_7.75,na,31.5,36.5,27,2.57,294,5,135.68,33.92,99
2932,mag_8,na,31.5,36.5,27,3.09,294,5,190.55,47.64,99
2933,mag_8.25,na,31.5,36.5,27,3.72,294,5,267.61,66.9,99
2934,mag_8.5,na,31.5,36.5,27,4.47,294,5,375.84,93.96,99
2935,mag_8.75,na,31.5,36.5,27,5.37,294,5,527.84,131.96,99
2936,mag_9,na,31.5,36.5,27,6.46,294,5,741.31,185.33,99
2937,mag_9.25,na,31.5,36.5,27,7.76,294,5,1041.12,260.28,99
2938,mag_9.5,na,31.5,36.5,27,9.33,294,5,1462.18,365.54,99
2939,mag_6.5,na,34.5,36.5,35,0.54,305,5,24.83,11.75,110
2940,mag_6.75,na,34.5,36.5,35,0.76,305,5,34.87,14.13,110
2941,mag_7,na,34.5,36.5,35,1.07,305,5,48.98,16.98,110
2942,mag_7.25,na,34.5,36.5,35,1.5,305,5,68.79,20.42,110
2943,mag_7.5,na,34.5,36.5,35,2.1,305,5,96.61,24.55,110
2944,mag_7.75,na,34.5,36.5,35,2.57,305,5,135.68,33.92,110
2945,mag_8,na,34.5,36.5,35,3.09,305,5,190.55,47.64,110
2946,mag_8.25,na,34.5,36.5,35,3.72,305,5,267.61,66.9,110
2947,mag_8.5,na,34.5,36.5,35,4.47,305,5,375.84,93.96,110
2948,mag_8.75,na,34.5,36.5,35,5.37,305,5,527.84,131.96,110
2949,mag_9,na,34.5,36.5,35,6.46,305,5,741.31,185.33,110
2950,mag_9.25,na,34.5,36.5,35,7.76,305,5,1041.12,260.28,110
2951,mag_9.5,na,34.5,36.5,35,9.33,305,5,1462.18,365.54,110
2952,mag_6.5,na,35,36.5,35,0.54,305,5,24.83,11.75,110
2953,mag_6.75,na,35,36.5,35,0.76,305,5,34.87,14.13,110
2954,mag_7,na,35,36.5,35,1.07,305,5,48.98,16.98,110
2955,mag_7.25,na,35,36.5,35,1.5,305,5,68.79,20.42,110
2956,mag_7.5,na,35,36.5,35,2.1,305,5,96.61,24.55,110
2957,mag_7.75,na,35,36.5,35,2.57,305,5,135.68,33.92,110
2958,mag_8,na,35,36.5,35,3.09,305,5,190.55,47.64,110
2959,mag_8.25,na,35,36.5,35,3.72,305,5,267.61,66.9,110
2960,mag_8.5,na,35,36.5,35,4.47,305,5,375.84,93.96,110
2961,mag_8.75,na,35,36.5,35,5.37,305,5,527.84,131.96,110
2962,mag_9,na,35,36.5,35,6.46,305,5,741.31,185.33,110
2963,mag_9.25,na,35,36.5,35,7.76,305,5,1041.12,260.28,110
2964,mag_9.5,na,35,36.5,35,9.33,305,5,1462.18,365.54,110
2965,mag_6.5,na,20.5,36.5,32,0.54,320,5,24.83,11.75,106
2966,mag_6.75,na,20.5,36.5,32,0.76,320,5,34.87,14.13,106
2967,mag_7,na,20.5,36.5,32,1.07,320,5,48.98,16.98,106
2968,mag_7.25,na,20.5,36.5,32,1.5,320,5,68.79,20.42,106
2969,mag_7.5,na,20.5,36.5,32,2.1,320,5,96.61,24.55,106
2970,mag_7.75,na,20.5,36.5,32,2.57,320,5,135.68,33.92,106
2971,mag_8,na,20.5,36.5,32,3.09,320,5,190.55,47.64,106
2972,mag_8.25,na,20.5,36.5,32,3.72,320,5,267.61,66.9,106
2973,mag_8.5,na,20.5,36.5,32,4.47,320,5,375.84,93.96,106
2974,mag_8.75,na,20.5,36.5,32,5.37,320,5,527.84,131.96,106
2975,mag_9,na,20.5,36.5,32,6.46,320,5,741.31,185.33,106
2976,mag_9.25,na,20.5,36.5,32,7.76,320,5,1041.12,260.28,106
2977,mag_9.5,na,20.5,36.5,32,9.33,320,5,1462.18,365.54,106
2978,mag_6.5,na,31,36.5,27,0.54,294,5,24.83,11.75,99
2979,mag_6.75,na,31,36.5,27,0.76,294,5,34.87,14.13,99
2980,mag_7,na,31,36.5,27,1.07,294,5,48.98,16.98,99
2981,mag_7.25,na,31,36.5,27,1.5,294,5,68.79,20.42,99
2982,mag_7.5,na,31,36.5,27,2.1,294,5,96.61,24.55,99
2983,mag_7.75,na,31,36.5,27,2.57,294,5,135.68,33.92,99
2984,mag_8,na,31,36.5,27,3.09,294,5,190.55,47.64,99
2985,mag_8.25,na,31,36.5,27,3.72,294,5,267.61,66.9,99
2986,mag_8.5,na,31,36.5,27,4.47,294,5,375.84,93.96,99
2987,mag_8.75,na,31,36.5,27,5.37,294,5,527.84,131.96,99
2988,mag_9,na,31,36.5,27,6.46,294,5,741.31,185.33,99
2989,mag_9.25,na,31,36.5,27,7.76,294,5,1041.12,260.28,99
2990,mag_9.5,na,31,36.5,27,9.33,294,5,1462.18,365.54,99
2991,mag_6.5,na,13.5,36.5,45,0.54,273,5,24.83,11.75,90
2992,mag_6.75,na,13.5,36.5,45,0.76,273,5,34.87,14.13,90
2993,mag_7,na,13.5,36.5,45,1.07,273,5,48.98,16.98,90
2994,mag_7.25,na,13.5,36.5,45,1.5,273,5,68.79,20.42,90
2995,mag_7.5,na,13.5,36.5,45,2.1,273,5,96.61,24.55,90
2996,mag_7.75,na,13.5,36.5,45,2.57,273,5,135.68,33.92,90
2997,mag_8,na,13.5,36.5,45,3.09,273,5,190.55,47.64,90
2998,mag_8.25,na,13.5,36.5,45,3.72,273,5,267.61,66.9,90
2999,mag_8.5,na,13.5,36.5,45,4.47,273,5,375.84,93.96,90
3000,mag_8.75,na,13.5,36.5,45,5.37,273,5,527.84,131.96,90
3001,mag_9,na,13.5,36.5,45,6.46,273,5,741.31,185.33,90
3002,mag_9.25,na,13.5,36.5,45,7.76,273,5,1041.12,260.28,90
3003,mag_9.5,na,13.5,36.5,45,9.33,273,5,1462.18,365.54,90
3004,mag_6.5,na,14,36.5,45,0.54,273,5,24.83,11.75,90
3005,mag_6.75,na,14,36.5,45,0.76,273,5,34.87,14.13,90
3006,mag_7,na,14,36.5,45,1.07,273,5,48.98,16.98,90
3007,mag_7.25,na,14,36.5,45,1.5,273,5,68.79,20.42,90
3008,mag_7.5,na,14,36.5,45,2.1,273,5,96.61,24.55,90
3009,mag_7.75,na,14,36.5,45,2.57,273,5,135.68,33.92,90
3010,mag_8,na,14,36.5,45,3.09,273,5,190.55,47.64,90
3011,mag_8.25,na,14,36.5,45,3.72,273,5,267.61,66.9,90
3012,mag_8.5,na,14,36.5,45,4.47,273,5,375.84,93.96,90
3013,mag_8.75,na,14,36.5,45,5.37,273,5,527.84,131.96,90
3014,mag_9,na,14,36.5,45,6.46,273,5,741.31,185.33,90
3015,mag_9.25,na,14,36.5,45,7.76,273,5,1041.12,260.28,90
3016,mag_9.5,na,14,36.5,45,9.33,273,5,1462.18,365.54,90
3017,mag_6.5,na,14.5,36.5,40,0.54,20,5,24.83,11.75,250
3018,mag_6.75,na,14.5,36.5,40,0.76,20,5,34.87,14.13,250
3019,mag_7,na,14.5,36.5,40,1.07,20,5,48.98,16.98,250
3020,mag_7.25,na,14.5,36.5,40,1.5,20,5,68.79,20.42,250
3021,mag_7.5,na,14.5,36.5,40,2.1,20,5,96.61,24.55,250
3022,mag_7.75,na,14.5,36.5,40,2.57,20,5,135.68,33.92,250
3023,mag_8,na,14.5,36.5,40,3.09,20,5,190.55,47.64,250
3024,mag_8.25,na,14.5,36.5,40,3.72,20,5,267.61,66.9,250
3025,mag_8.5,na,14.5,36.5,40,4.47,20,5,375.84,93.96,250
3026,mag_8.75,na,14.5,36.5,40,5.37,20,5,527.84,131.96,250
3027,mag_9,na,14.5,36.5,40,6.46,20,5,741.31,185.33,250
3028,mag_9.25,na,14.5,36.5,40,7.76,20,5,1041.12,260.28,250
3029,mag_9.5,na,14.5,36.5,40,9.33,20,5,1462.18,365.54,250
3030,mag_6.5,na,15,36.5,40,0.54,20,5,24.83,11.75,250
3031,mag_6.75,na,15,36.5,40,0.76,20,5,34.87,14.13,250
3032,mag_7,na,15,36.5,40,1.07,20,5,48.98,16.98,250
3033,mag_7.25,na,15,36.5,40,1.5,20,5,68.79,20.42,250
3034,mag_7.5,na,15,36.5,40,2.1,20,5,96.61,24.55,250
